course_id,learner_id,enrolment_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued,learning_duration_days,completion_delay_days,learner_name,email,phone_number,city,registration_date,subscription_type,course_title,category,instructor_id,instructor_name,duration_hours,difficulty_level,price_inr,days_since_last_activity,engagement_status
CRS056,LRN0166,ENR00443,2024-02-25,2024-04-25,2024-03-02,Completed,100,2024-03-02,55.51,2,3,No,6,-54,Shalini Desai,shalini.desai.166@hotmail.com,9406403910,Kolkata,2023-12-19,Free,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,869,Disengaged
CRS036,LRN0001,ENR01695,2024-03-10,2024-03-30,,In Progress,15,2024-03-16,,1,,No,,,Ananya Sharma,ananya.sharma.1@gmail.com,9433218196,Mumbai,2022-04-06,Free,Advanced Python OOP,Data Science,INS006,Priya Singh,10,Advanced,7011,855,Disengaged
CRS039,LRN0042,ENR00687,2024-03-14,2024-06-02,,Dropped,20,2024-03-14,,1,,No,,,Ravi Chauhan,ravi.chauhan.42@hotmail.com,9668893734,Ahmedabad,2022-01-30,Basic,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,857,Disengaged
CRS049,LRN0158,ENR01318,2024-01-17,2024-02-26,2024-01-20,Completed,100,,59.26,1,2,No,3,-37,Arjun Mukherjee,arjun.mukherjee.158@hotmail.com,9400499154,Surat,2023-07-11,Basic,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,,Disengaged
CRS035,LRN0179,ENR01649,2024-01-11,2024-03-31,2024-03-23,Completed,100,2024-03-23,52.36,1,5,No,72,-8,Preeti Mukherjee,preeti.mukherjee.179@rediffmail.com,9996423536,Bhopal,2022-09-09,Basic,React Native Cross-Platform,Mobile Development,INS002,Meera Nair,40,Beginner,66,848,Disengaged
CRS003,LRN0192,ENR01136,2024-03-09,2024-03-29,2024-03-30,Completed,100,,50.97,1,2,No,21,1,Simran Pillai,simran.pillai.192@rediffmail.com,9560466183,Jaipur,2022-06-23,Premium,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,,Disengaged
CRS007,LRN0005,ENR00307,2024-02-25,2024-04-05,,In Progress,77,2024-03-01,,1,,No,,,Priya Chatterjee,priya.chatterjee.5@yahoo.com,9316475255,Surat,2022-10-01,Premium,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,870,Disengaged
CRS019,LRN0422,ENR00038,2024-01-25,2024-03-25,,In Progress,28,2024-03-17,,1,,No,,,Shreya Iyer,shreya.iyer.422@gmail.com,9850155699,Bhopal,2022-06-29,Free,iOS Development with Swift,Mobile Development,INS009,Suresh Gupta,30,Beginner,101,854,Disengaged
CRS051,LRN0350,ENR00638,2024-02-06,2024-04-26,2024-03-31,Completed,100,2024-03-31,98.27,1,3,Yes,54,-26,Varun Mehta,varun.mehta.350@gmail.com,9395211179,Indore,2023-07-09,Enterprise,MLOps & Model Deployment,AI & ML,INS015,Kiran Desai,40,Beginner,503,840,Disengaged
CRS033,LRN0249,ENR01664,2024-03-13,2024-04-22,,Dropped,7,2024-03-24,,1,,No,,,Ajay Nair,ajay.nair.249@gmail.com,9059325250,Bengaluru,2023-08-24,Premium,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,847,Disengaged
CRS032,LRN0227,ENR01930,2024-03-16,2024-03-26,,In Progress,43,2024-03-20,,1,,No,,,Shreya Singh,shreya.singh.227@hotmail.com,9832856914,Chandigarh,2022-09-02,Free,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,851,Disengaged
CRS018,LRN0443,ENR01116,2024-03-02,2024-04-01,,Not Started,0,,,1,,No,,,Mohit Desai,mohit.desai.443@yahoo.com,9621267969,Ahmedabad,2023-06-06,Basic,Flutter App Development,Mobile Development,INS006,Priya Singh,15,Beginner,875,,Disengaged
CRS030,LRN0368,ENR00710,2024-01-23,2024-03-23,2024-02-21,Completed,100,2024-02-21,75.36,1,2,Yes,29,-31,Ritika Chauhan,ritika.chauhan.368@hotmail.com,9846312241,Lucknow,2023-04-09,Free,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,879,Disengaged
CRS025,LRN0163,ENR00003,2024-03-14,2024-04-23,2024-03-31,Completed,100,2024-03-31,50.37,1,2,No,17,-23,Shalini Malhotra,shalini.malhotra.163@gmail.com,9956878339,Jaipur,2023-04-03,Basic,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,840,Disengaged
CRS012,LRN0133,ENR00395,2024-01-07,2024-02-16,2024-01-29,Completed,100,2024-01-29,63.81,1,2,Yes,22,-18,Ravi Jain,ravi.jain.133@yahoo.com,9188442258,Delhi,2022-07-25,Premium,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,902,Disengaged
CRS048,LRN0157,ENR01791,2024-02-27,2024-03-08,,Dropped,11,2024-03-05,,1,2,No,,,Megha Tiwari,megha.tiwari.157@yahoo.com,9401938026,Mumbai,2023-02-11,Premium,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,866,Disengaged
CRS041,LRN0401,ENR00910,2024-03-14,2024-04-13,,Not Started,0,,,1,,No,,,Suresh Banerjee,suresh.banerjee.401@rediffmail.com,9621689363,Bengaluru,2023-03-13,Enterprise,GraphQL APIs,Web Development,INS002,Meera Nair,15,Intermediate,1945,,Disengaged
CRS015,LRN0468,ENR00348,2024-01-04,2024-01-14,2024-01-11,Completed,100,2024-01-11,53.11,1,2,No,7,-3,Reena Srivastava,reena.srivastava.468@outlook.com,9207100219,Pune,2023-12-12,Premium,Azure Data Engineering,Cloud Computing,INS013,Manish Verma,5,Beginner,942,920,Disengaged
CRS005,LRN0214,ENR00988,2024-03-12,2024-04-21,2024-03-31,Completed,100,2024-03-31,53.01,1,3,No,19,-21,Ritika Chatterjee,ritika.chatterjee.214@yahoo.com,9812604223,Chandigarh,2022-11-26,Premium,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,840,Disengaged
CRS002,LRN0316,ENR01006,2024-01-21,2024-02-10,2024-02-02,Completed,100,2024-02-02,89.53,1,2,Yes,12,-8,Sneha Mehta,sneha.mehta.316@gmail.com,9861207501,Mumbai,2022-07-02,Premium,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,898,Disengaged
CRS031,LRN0316,ENR01857,2024-01-20,2024-01-30,2024-01-23,Completed,100,2024-01-23,82.23,2,5,Yes,3,-7,Sneha Mehta,sneha.mehta.316@gmail.com,9861207501,Mumbai,2022-07-02,Premium,Docker & Kubernetes,Cloud Computing,INS004,Sunita Rao,5,Intermediate,3781,908,Disengaged
CRS055,LRN0060,ENR01078,2024-01-31,2024-02-10,,Not Started,0,,,1,,No,,,Rahul Sharma,rahul.sharma.60@hotmail.com,9679740344,Delhi,2023-12-05,Free,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,,Disengaged
CRS060,LRN0039,ENR01261,2024-01-15,2024-02-14,,Not Started,0,,,1,,No,,,Sachin Agarwal,sachin.agarwal.39@hotmail.com,9872774348,Surat,2022-09-02,Free,Bayesian Statistics,Data Science,INS006,Unknown,15,Intermediate,1231,,Disengaged
CRS029,LRN0152,ENR00175,2024-03-07,2024-05-26,2024-03-31,Completed,100,2024-03-31,47.26,1,3,No,24,-56,Arjun Verma,arjun.verma.152@outlook.com,9858549733,Jaipur,2022-11-02,Free,Brand Identity Design,Design,INS010,Anjali Iyer,40,Intermediate,4998,840,Disengaged
CRS046,LRN0373,ENR00675,2024-02-28,2024-04-08,,In Progress,79,,,1,,No,,,Preeti Iyer,preeti.iyer.373@yahoo.com,9147435031,Surat,2023-03-21,Basic,Terraform Infrastructure,Cloud Computing,INS013,Manish Verma,20,Beginner,300,,Disengaged
CRS046,LRN0414,ENR00138,2024-01-29,2024-03-09,2024-02-24,Completed,100,2024-02-24,98.2,1,4,Yes,26,-14,Arjun Kumar,arjun.kumar.414@rediffmail.com,9230940777,Indore,2022-01-06,Basic,Terraform Infrastructure,Cloud Computing,INS013,Manish Verma,20,Beginner,300,876,Disengaged
CRS005,LRN0397,ENR00817,2024-01-09,2024-02-18,,In Progress,34,2024-01-29,,1,,No,,,Deepak Rao,deepak.rao.397@gmail.com,9804204394,Ahmedabad,2023-11-02,Enterprise,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,902,Disengaged
CRS017,LRN0052,ENR00594,2024-03-14,2024-04-03,,In Progress,64,2024-03-23,,1,,No,,,Siddharth Singh,siddharth.singh.52@gmail.com,9367837770,Chennai,2022-08-15,Basic,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,848,Disengaged
CRS055,LRN0362,ENR00825,2024-01-23,2024-02-02,,In Progress,13,2024-03-19,,1,,No,,,Ajay Kapoor,ajay.kapoor.362@yahoo.com,9114921643,Chandigarh,2022-10-18,Basic,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,852,Disengaged
CRS010,LRN0040,ENR01082,2024-01-16,2024-02-05,,Dropped,15,2024-01-16,,1,,No,,,Megha Yadav,megha.yadav.40@yahoo.com,9455812236,Chandigarh,2022-08-08,Free,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,915,Disengaged
CRS040,LRN0201,ENR00196,2024-01-23,2024-02-22,,In Progress,89,2024-02-14,,1,,No,,,Komal Jain,komal.jain.201@gmail.com,9825071461,Bhopal,2022-05-26,Basic,TypeScript Advanced,Web Development,INS009,Suresh Gupta,15,Beginner,786,886,Disengaged
CRS048,LRN0431,ENR00707,2024-03-08,2024-03-18,,Dropped,12,2024-03-19,,1,1,No,,,Shreya Pillai,shreya.pillai.431@hotmail.com,9587020701,Mumbai,2022-03-30,Basic,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,852,Disengaged
CRS037,LRN0082,ENR00388,2024-02-21,2024-04-01,,Dropped,24,2024-02-24,,2,,No,,,Karan Patel,karan.patel.82@gmail.com,9368516048,Ahmedabad,2023-01-13,Premium,Data Engineering with Spark,Data Science,INS004,Sunita Rao,20,Advanced,14534,876,Disengaged
CRS009,LRN0224,ENR01366,2024-02-03,2024-02-23,2024-02-07,Completed,100,2024-02-07,99.48,1,4,Yes,4,-16,Sunita Chauhan,sunita.chauhan.224@rediffmail.com,9037613791,Mumbai,2023-01-05,Enterprise,Digital Marketing Strategy,Business,INS004,Sunita Rao,10,Advanced,8712,893,Disengaged
CRS029,LRN0455,ENR01881,2024-02-07,2024-04-27,,Dropped,19,2024-02-20,,1,,No,,,Varun Malhotra,varun.malhotra.455@yahoo.com,9443009109,Lucknow,2023-10-16,Free,Brand Identity Design,Design,INS010,Anjali Iyer,40,Intermediate,4998,880,Disengaged
CRS029,LRN0258,ENR00727,2024-02-05,2024-04-25,2024-03-02,Completed,100,2024-03-02,53.82,1,5,No,26,-54,Sunita Rao,sunita.rao.258@rediffmail.com,9872050614,Ahmedabad,2022-07-24,Free,Brand Identity Design,Design,INS010,Anjali Iyer,40,Intermediate,4998,869,Disengaged
CRS007,LRN0500,ENR00087,2024-01-14,2024-02-23,,Dropped,32,2024-01-14,,1,,No,,,Sneha Pillai,sneha.pillai.500@rediffmail.com,9285544518,Kolkata,2022-05-28,Free,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,917,Disengaged
CRS035,LRN0411,ENR01796,2024-02-22,2024-05-12,2024-03-31,Completed,100,2024-03-31,68.54,2,5,Yes,38,-42,Komal Banerjee,komal.banerjee.411@rediffmail.com,9826657027,Chandigarh,2022-07-26,Premium,React Native Cross-Platform,Mobile Development,INS002,Meera Nair,40,Beginner,66,840,Disengaged
CRS027,LRN0434,ENR00013,2024-02-04,2024-03-05,,Dropped,10,2024-02-14,,1,,No,,,Amit Verma,amit.verma.434@outlook.com,9701715772,Indore,2022-12-23,Basic,Financial Modelling,Business,INS012,Nisha Agarwal,15,Advanced,6347,886,Disengaged
CRS041,LRN0141,ENR00274,2024-02-26,2024-03-27,2024-02-29,Completed,100,2024-02-29,51.41,1,5,No,3,-27,Ravi Srivastava,ravi.srivastava.141@outlook.com,9258815371,Ahmedabad,2022-09-11,Free,GraphQL APIs,Web Development,INS002,Meera Nair,15,Intermediate,1945,871,Disengaged
CRS021,LRN0482,ENR01832,2024-01-13,2024-02-02,,Dropped,29,2024-01-15,,1,,No,,,Aditya Pandey,aditya.pandey.482@rediffmail.com,9528183253,Delhi,2023-10-27,Basic,Power BI & Tableau,Data Science,INS005,Deepak Joshi,10,Advanced,6616,916,Disengaged
CRS046,LRN0211,ENR00859,2024-03-10,2024-04-19,,Dropped,8,2024-03-16,,2,,No,,,Ananya Rao,ananya.rao.211@hotmail.com,9148580783,Delhi,2023-11-01,Premium,Terraform Infrastructure,Cloud Computing,INS013,Manish Verma,20,Beginner,300,855,Disengaged
CRS032,LRN0063,ENR01293,2024-02-29,2024-03-10,,Dropped,31,2024-03-14,,1,,No,,,Aditya Banerjee,aditya.banerjee.63@gmail.com,9659401399,Indore,2023-11-20,Premium,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,857,Disengaged
CRS001,LRN0275,ENR00931,2024-02-06,2024-03-07,2024-02-24,Completed,100,2024-02-24,73.1,1,2,Yes,18,-12,Manish Reddy,manish.reddy.275@outlook.com,9994417154,Bhopal,2022-10-11,Free,Python for Data Science,Data Science,INS009,Suresh Gupta,15,Intermediate,2986,876,Disengaged
CRS008,LRN0190,ENR01051,2024-02-09,2024-04-29,2024-03-31,Completed,100,2024-03-31,96.03,1,2,Yes,51,-29,Priya Mishra,priya.mishra.190@outlook.com,9262655110,Ahmedabad,2023-01-04,Premium,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,840,Disengaged
CRS038,LRN0240,ENR00640,2024-02-11,2024-03-12,2024-03-01,Completed,100,2024-03-01,81.21,2,3,Yes,19,-11,Pooja Pandey,pooja.pandey.240@rediffmail.com,9680442067,Chandigarh,2023-07-18,Free,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,870,Disengaged
CRS007,LRN0238,ENR00712,2024-03-09,2024-04-18,,Dropped,20,2024-03-09,,1,4,No,,,Divya Kapoor,divya.kapoor.238@gmail.com,9912127756,Jaipur,2023-01-02,Enterprise,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,862,Disengaged
CRS028,LRN0176,ENR00520,2024-01-08,2024-02-17,2024-01-11,Completed,100,2024-01-11,77.37,1,5,Yes,3,-37,Komal Malhotra,komal.malhotra.176@gmail.com,9837354033,Chandigarh,2023-05-06,Enterprise,Entrepreneurship 101,Business,INS006,Priya Singh,20,Beginner,394,920,Disengaged
CRS014,LRN0207,ENR01012,2024-01-28,2024-02-27,2024-02-17,Completed,100,2024-02-17,60.08,1,2,Yes,20,-10,Amit Kumar,amit.kumar.207@rediffmail.com,9341252866,Bengaluru,2023-08-12,Basic,Google Cloud Fundamentals,Cloud Computing,INS002,Meera Nair,15,Beginner,67,883,Disengaged
CRS044,LRN0006,ENR00204,2024-02-04,2024-04-24,2024-03-15,Completed,100,2024-03-15,54.79,1,5,No,40,-40,Karan Pillai,karan.pillai.6@outlook.com,9283276483,Bhopal,2022-02-27,Free,Adobe Illustrator Mastery,Design,INS010,Anjali Iyer,40,Intermediate,2240,856,Disengaged
CRS055,LRN0187,ENR00878,2024-02-02,2024-02-12,2024-02-05,Completed,100,2024-02-05,99.01,2,1,Yes,3,-7,Ishaan Rao,ishaan.rao.187@rediffmail.com,9261429396,Kolkata,2023-01-29,Premium,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,895,Disengaged
CRS028,LRN0101,ENR01071,2024-01-06,2024-02-15,,In Progress,80,2024-03-21,,1,,No,,,Simran Gupta,simran.gupta.101@gmail.com,9034324451,Ahmedabad,2023-03-17,Free,Entrepreneurship 101,Business,INS006,Priya Singh,20,Beginner,394,850,Disengaged
CRS043,LRN0441,ENR00436,2024-01-10,2024-03-30,,In Progress,65,2024-03-03,,1,,No,,,Ravi Kumar,ravi.kumar.441@hotmail.com,9403696566,Pune,2023-07-13,Free,Leadership & Communication,Business,INS008,Kavita Reddy,40,Beginner,995,868,Disengaged
CRS006,LRN0329,ENR01427,2024-03-16,2024-03-26,,In Progress,71,2024-03-17,,1,,No,,,Mohit Yadav,mohit.yadav.329@hotmail.com,9145303856,Ahmedabad,2022-02-17,Free,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,854,Disengaged
CRS008,LRN0372,ENR01295,2024-01-24,2024-04-13,,Dropped,28,2024-02-02,,1,,No,,,Anita Yadav,anita.yadav.372@outlook.com,9037183764,Bengaluru,2023-10-07,Premium,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,898,Disengaged
CRS012,LRN0198,ENR01573,2024-02-21,2024-04-01,,In Progress,46,2024-03-24,,1,,No,,,Neha Jain,neha.jain.198@rediffmail.com,9661797968,Bhopal,2023-12-10,Basic,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,847,Disengaged
CRS024,LRN0417,ENR00402,2024-01-03,2024-02-02,2024-01-17,Completed,100,2024-01-17,72.61,2,4,Yes,14,-16,Preeti Joshi,preeti.joshi.417@gmail.com,9795014556,Indore,2023-03-14,Premium,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,914,Disengaged
CRS002,LRN0157,ENR00823,2024-03-13,2024-04-02,,In Progress,32,2024-03-15,,1,,No,,,Megha Tiwari,megha.tiwari.157@yahoo.com,9401938026,Mumbai,2023-02-11,Premium,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,856,Disengaged
CRS004,LRN0340,ENR01077,2024-03-04,2024-05-03,,Not Started,0,,,1,,No,,,Rekha Shah,rekha.shah.340@hotmail.com,9944869594,Indore,2022-07-28,Basic,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,,Disengaged
CRS044,LRN0042,ENR01982,2024-03-13,2024-06-01,,Dropped,10,2024-03-27,,1,,No,,,Ravi Chauhan,ravi.chauhan.42@hotmail.com,9668893734,Ahmedabad,2022-01-30,Basic,Adobe Illustrator Mastery,Design,INS010,Anjali Iyer,40,Intermediate,2240,844,Disengaged
CRS052,LRN0135,ENR00532,2024-03-16,2024-06-04,2024-03-19,Completed,100,2024-03-19,63.75,2,4,Yes,3,-77,Nikhil Iyer,nikhil.iyer.135@rediffmail.com,9669125177,Kolkata,2022-05-12,Premium,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,852,Disengaged
CRS016,LRN0114,ENR01007,2024-02-28,2024-03-19,,In Progress,38,2024-03-10,,1,3,No,,,Sneha Iyer,sneha.iyer.114@yahoo.com,9880592962,Bengaluru,2023-12-11,Premium,Ethical Hacking Basics,Cybersecurity,INS010,Unknown,10,Beginner,686,861,Disengaged
CRS009,LRN0111,ENR00284,2024-03-11,2024-03-31,2024-03-28,Completed,100,,60.26,1,4,Yes,17,-3,Karan Tiwari,karan.tiwari.111@rediffmail.com,9186449251,Surat,2022-05-25,Enterprise,Digital Marketing Strategy,Business,INS004,Sunita Rao,10,Advanced,8712,,Disengaged
CRS024,LRN0202,ENR01468,2024-02-27,2024-03-28,,In Progress,20,2024-03-20,,1,,No,,,Ishaan Iyer,ishaan.iyer.202@gmail.com,9757177514,Indore,2023-12-29,Free,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,851,Disengaged
CRS021,LRN0108,ENR00908,2024-01-30,2024-02-19,,Not Started,0,,,2,,No,,,Karan Shah,karan.shah.108@hotmail.com,9199867980,Indore,2023-08-09,Premium,Power BI & Tableau,Data Science,INS005,Deepak Joshi,10,Advanced,6616,,Disengaged
CRS038,LRN0395,ENR00416,2024-01-20,2024-02-19,2024-02-29,Completed,100,2024-02-29,74.9,3,5,Yes,40,10,Manish Patel,manish.patel.395@gmail.com,9110392405,Chennai,2023-04-06,Basic,Reinforcement Learning,AI & ML,INS010,Unknown,15,Advanced,10834,871,Disengaged
CRS018,LRN0165,ENR01527,2024-01-20,2024-02-19,2024-02-16,Completed,100,2024-02-16,91.76,1,1,Yes,27,-3,Ishaan Jain,ishaan.jain.165@hotmail.com,9971870728,Ahmedabad,2023-08-01,Free,Flutter App Development,Mobile Development,INS006,Priya Singh,15,Beginner,875,884,Disengaged
CRS050,LRN0392,ENR00313,2024-02-21,2024-03-02,,In Progress,26,,,1,,No,,,Sunita Mishra,sunita.mishra.392@hotmail.com,9168622783,Pune,2023-10-30,Basic,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,,Disengaged
CRS025,LRN0494,ENR01419,2024-02-02,2024-03-13,2024-02-05,Completed,100,2024-02-05,94.75,2,2,Yes,3,-37,Ishaan Malhotra,ishaan.malhotra.494@rediffmail.com,9767426629,Delhi,2022-05-28,Free,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,895,Disengaged
CRS039,LRN0131,ENR00735,2024-01-03,2024-03-23,2024-03-20,Completed,100,2024-03-20,67.59,1,4,Yes,77,-3,Sunita Tiwari,sunita.tiwari.131@gmail.com,9431027868,Chennai,2022-09-24,Premium,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,851,Disengaged
CRS022,LRN0225,ENR01854,2024-01-29,2024-02-18,2024-02-03,Completed,100,2024-02-03,83.84,1,2,Yes,5,-15,Divya Srivastava,divya.srivastava.225@gmail.com,9965827109,Mumbai,2022-09-26,Free,Statistics for Data Science,Data Science,INS015,Kiran Desai,10,Advanced,12777,897,Disengaged
CRS028,LRN0200,ENR01432,2024-02-04,2024-03-15,2024-02-07,Completed,100,2024-02-07,94.77,1,3,Yes,3,-37,Rekha Kumar,rekha.kumar.200@yahoo.com,9014388899,Ahmedabad,2023-01-19,Basic,Entrepreneurship 101,Business,INS006,Priya Singh,20,Beginner,394,893,Disengaged
CRS005,LRN0179,ENR00113,2024-01-06,2024-02-15,,In Progress,49,2024-03-19,,1,,No,,,Preeti Mukherjee,preeti.mukherjee.179@rediffmail.com,9996423536,Bhopal,2022-09-09,Basic,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,852,Disengaged
CRS049,LRN0436,ENR00280,2024-01-05,2024-02-14,2024-01-08,Completed,100,2024-01-08,72.84,1,5,Yes,3,-37,Pooja Reddy,pooja.reddy.436@rediffmail.com,9276153966,Indore,2022-12-17,Basic,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,923,Disengaged
CRS039,LRN0273,ENR01729,2024-03-11,2024-05-30,2024-03-31,Completed,100,2024-03-31,76.76,1,2,Yes,20,-60,Geeta Iyer,geeta.iyer.273@rediffmail.com,9007229034,Indore,2022-11-09,Premium,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,840,Disengaged
CRS052,LRN0169,ENR01737,2024-01-13,2024-04-02,,Dropped,13,2024-01-25,,1,,No,,,Vijay Agarwal,vijay.agarwal.169@gmail.com,9863375243,Mumbai,2023-11-08,Basic,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,906,Disengaged
CRS048,LRN0445,ENR01305,2024-03-06,2024-03-16,2024-03-20,Completed,100,2024-03-20,90.28,2,5,Yes,14,4,Nikhil Jain,nikhil.jain.445@rediffmail.com,9519712847,Delhi,2023-06-20,Premium,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,851,Disengaged
CRS022,LRN0057,ENR01476,2024-01-28,2024-02-17,,Dropped,11,2024-02-11,,2,,No,,,Kavya Chatterjee,kavya.chatterjee.57@yahoo.com,9711671902,Indore,2023-07-31,Enterprise,Statistics for Data Science,Data Science,INS015,Kiran Desai,10,Advanced,12777,889,Disengaged
CRS005,LRN0123,ENR00458,2024-03-09,2024-04-18,2024-03-18,Completed,100,2024-03-18,93.54,1,4,Yes,9,-31,Vijay Iyer,vijay.iyer.123@gmail.com,9880670654,Kolkata,2022-03-11,Basic,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,853,Disengaged
CRS003,LRN0089,ENR01299,2024-01-06,2024-01-26,2024-02-05,Completed,100,2024-02-05,71.89,2,4,Yes,30,10,Ravi Bose,ravi.bose.89@rediffmail.com,9395024026,Delhi,2022-03-07,Basic,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,895,Disengaged
CRS055,LRN0193,ENR01876,2024-01-06,2024-01-16,,Dropped,29,,,1,,No,,,Rahul Patel,rahul.patel.193@hotmail.com,9444721264,Chennai,2023-05-11,Premium,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,,Disengaged
CRS012,LRN0129,ENR00428,2024-01-26,2024-03-06,,In Progress,60,2024-03-01,,1,,No,,,Rohan Singh,rohan.singh.129@yahoo.com,9658202970,Delhi,2022-08-30,Premium,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,870,Disengaged
CRS055,LRN0285,ENR00846,2024-03-04,2024-03-14,2024-03-15,Completed,100,2024-03-15,99.76,1,1,Yes,11,1,Sunita Sharma,sunita.sharma.285@outlook.com,9332309821,Chandigarh,2023-10-29,Premium,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,856,Disengaged
CRS006,LRN0482,ENR01474,2024-01-23,2024-02-02,,Not Started,0,,,2,,No,,,Aditya Pandey,aditya.pandey.482@rediffmail.com,9528183253,Delhi,2023-10-27,Basic,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,,Disengaged
CRS032,LRN0008,ENR01563,2024-01-16,2024-01-26,2024-01-19,Completed,100,2024-01-19,64.48,2,5,Yes,3,-7,Divya Yadav,divya.yadav.8@yahoo.com,9884969653,Jaipur,2023-05-21,Free,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,912,Disengaged
CRS008,LRN0180,ENR00631,2024-02-13,2024-05-03,,In Progress,21,2024-03-28,,1,,No,,,Mohit Malhotra,mohit.malhotra.180@rediffmail.com,9772522872,Surat,2022-03-02,Basic,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,843,Disengaged
CRS052,LRN0133,ENR01389,2024-02-21,2024-05-11,,Dropped,8,2024-03-04,,2,,No,,,Ravi Jain,ravi.jain.133@yahoo.com,9188442258,Delhi,2022-07-25,Premium,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,867,Disengaged
CRS005,LRN0283,ENR01339,2024-03-13,2024-04-22,,Dropped,17,2024-03-26,,1,,No,,,Manish Sharma,manish.sharma.283@yahoo.com,9583003354,Delhi,2023-01-28,Basic,Node.js Backend Development,Web Development,INS007,Vikas Mehta,20,Beginner,119,845,Disengaged
CRS039,LRN0383,ENR01969,2024-03-14,2024-06-02,2024-03-17,Completed,100,2024-03-17,53.2,1,2,No,3,-77,Karan Mehta,karan.mehta.383@yahoo.com,9811386338,Lucknow,2023-10-03,Enterprise,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,854,Disengaged
CRS033,LRN0158,ENR00720,2024-02-09,2024-03-20,2024-03-08,Completed,100,2024-03-08,70.95,1,5,Yes,28,-12,Arjun Mukherjee,arjun.mukherjee.158@hotmail.com,9400499154,Surat,2023-07-11,Basic,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,863,Disengaged
